selected_features,metrics,resource_usage,elapsed_time,selection_type
"['required_car_parking_space', 'lead_time', 'no_of_previous_cancellations', 'avg_price_per_room', 'no_of_special_requests', 'type_of_meal_plan_Meal Plan 2', 'type_of_meal_plan_Not Selected', 'room_type_reserved_Room_Type 2', 'room_type_reserved_Room_Type 4', 'room_type_reserved_Room_Type 6', 'room_type_reserved_Room_Type 7', 'market_segment_type_Online']","{'accuracy': 0.8035837353549277, 'precision': 0.7506322711178554, 'recall': 0.6142384105960265, 'f1_score': 0.6756203050307307, 'roc_auc': 0.8571392890819487}","{'cpu_percent': 0.0, 'memory_percent': 48.3}",35.7956805229187,forward
