timestamp,selected_features,metrics,resource_usage,elapsed_time,selection_type
2024-06-16 18:08:44,"['no_of_children', 'required_car_parking_space', 'lead_time', 'repeated_guest', 'avg_price_per_room', 'no_of_special_requests', 'room_type_reserved_Room_Type 4', 'room_type_reserved_Room_Type 5', 'room_type_reserved_Room_Type 6', 'room_type_reserved_Room_Type 7', 'market_segment_type_Corporate', 'market_segment_type_Offline']","{'accuracy': 0.8027567195037905, 'precision': 0.7511473737888832, 'recall': 0.6096854304635762, 'f1_score': 0.6730637422892392, 'roc_auc': 0.8592496260378902}","{'cpu_percent': 2.1, 'memory_percent': 49.0}",31.489105939865112,forward
